code,section,date,open,high,low,close,vol,value,n_stock,agg_price,foreign_rate,agency_buy,agency_netbuy
A012450,KOSPI,20210726,1149,51200,51300,51100,51200,0,8350000,0,0,0.0,0
A012450,KOSPI,20210726,1148,51300,51300,51100,51100,0,45590000,0,0,0.0,0
A012450,KOSPI,20210726,1147,51200,51300,51200,51300,0,8350000,0,0,0.0,0
A012450,KOSPI,20210726,1146,51300,51400,51200,51300,0,7430000,0,0,0.0,0
A012450,KOSPI,20210726,1145,51400,51400,51200,51300,0,16130000,0,0,0.0,0
A012450,KOSPI,20210726,1144,51200,51400,51200,51400,0,23550000,0,0,0.0,0
A012450,KOSPI,20210726,1143,51300,51300,51100,51200,0,7420000,0,0,0.0,0
A012450,KOSPI,20210726,1142,51100,51200,51100,51200,0,6390000,0,0,0.0,0
A012450,KOSPI,20210726,1141,51100,51200,51100,51200,0,15350000,0,0,0.0,0
A012450,KOSPI,20210726,1140,51100,51200,51000,51100,0,324780000,0,0,0.0,0
A012450,KOSPI,20210726,1139,51100,51200,51100,51100,0,21620000,0,0,0.0,0
A012450,KOSPI,20210726,1138,51100,51200,51100,51200,0,23670000,0,0,0.0,0
A012450,KOSPI,20210726,1137,51200,51200,51100,51100,0,4240000,0,0,0.0,0
A012450,KOSPI,20210726,1136,51200,51200,51100,51200,0,6500000,0,0,0.0,0
A012450,KOSPI,20210726,1135,51300,51300,51100,51200,0,181350000,0,0,0.0,0
A012450,KOSPI,20210726,1134,51200,51300,51200,51300,0,11580000,0,0,0.0,0
A012450,KOSPI,20210726,1133,51300,51300,51200,51300,0,5850000,0,0,0.0,0
A012450,KOSPI,20210726,1132,51200,51300,51200,51300,0,6600000,0,0,0.0,0
A012450,KOSPI,20210726,1131,51300,51300,51200,51300,0,10100000,0,0,0.0,0
A012450,KOSPI,20210726,1130,51300,51300,51200,51200,0,2770000,0,0,0.0,0
A012450,KOSPI,20210726,1129,51300,51300,51200,51300,0,13130000,0,0,0.0,0
A012450,KOSPI,20210726,1128,51300,51300,51200,51300,0,8760000,0,0,0.0,0
A012450,KOSPI,20210726,1127,51200,51300,51200,51300,0,3840000,0,0,0.0,0
A012450,KOSPI,20210726,1126,51300,51300,51200,51200,0,14720000,0,0,0.0,0
A012450,KOSPI,20210726,1125,51200,51300,51200,51300,0,16290000,0,0,0.0,0
A012450,KOSPI,20210726,1124,51200,51300,51200,51200,0,8500000,0,0,0.0,0
A012450,KOSPI,20210726,1123,51200,51300,51200,51200,0,7430000,0,0,0.0,0
A012450,KOSPI,20210726,1122,51300,51300,51200,51300,0,10710000,0,0,0.0,0
A012450,KOSPI,20210726,1121,51200,51300,51200,51300,0,4250000,0,0,0.0,0
A012450,KOSPI,20210726,1120,51300,51300,51200,51300,0,9190000,0,0,0.0,0
A012450,KOSPI,20210726,1119,51200,51300,51200,51300,0,20760000,0,0,0.0,0
A012450,KOSPI,20210726,1118,51400,51400,51300,51300,0,53510000,0,0,0.0,0
A012450,KOSPI,20210726,1117,51400,51400,51300,51400,0,27550000,0,0,0.0,0
A012450,KOSPI,20210726,1116,51500,51500,51400,51400,0,10800000,0,0,0.0,0
A012450,KOSPI,20210726,1115,51500,51500,51400,51500,0,6940000,0,0,0.0,0
A012450,KOSPI,20210726,1114,51500,51500,51400,51500,0,17840000,0,0,0.0,0
