,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,012450.KS,064350.KS,012450.KS,064350.KS,012450.KS,064350.KS,012450.KS,064350.KS,012450.KS,064350.KS,012450.KS,064350.KS
Date,,,,,,,,,,,,
2019-03-06,31824.419921875,23150.0,33450.0,23150.0,34100.0,24300.0,33100.0,23050.0,34100.0,23950.0,210026,1732762
2019-03-07,31871.990234375,22350.0,33500.0,22350.0,33950.0,23050.0,33200.0,22250.0,33550.0,22900.0,139241,1813103
2019-03-08,30920.587890625,21950.0,32500.0,21950.0,33400.0,22500.0,32250.0,21850.0,33400.0,22350.0,190212,1350211
2019-03-11,31158.4375,21900.0,32750.0,21900.0,32950.0,22150.0,31800.0,21450.0,32400.0,21950.0,153631,1012947
2019-03-12,30968.15625,22500.0,32550.0,22500.0,33000.0,22900.0,32400.0,22050.0,32950.0,22150.0,119032,1168725
2019-03-13,30920.587890625,22550.0,32500.0,22550.0,32850.0,22850.0,32350.0,22450.0,32500.0,22500.0,114614,533584
2019-03-14,30920.587890625,22550.0,32500.0,22550.0,32700.0,23100.0,32150.0,22550.0,32550.0,22700.0,232361,761677
2019-03-15,32109.841796875,21300.0,33750.0,21300.0,33800.0,22950.0,32450.0,20850.0,32500.0,22550.0,363503,2406980
2019-03-18,33394.234375,22100.0,35100.0,22100.0,35150.0,22250.0,33550.0,21600.0,33900.0,21600.0,576039,874686
2019-03-19,33108.8125,22300.0,34800.0,22300.0,35400.0,22450.0,34500.0,22050.0,35300.0,22450.0,201989,588224
2019-03-20,32775.8203125,22250.0,34450.0,22250.0,34650.0,22350.0,33900.0,21850.0,34550.0,22250.0,193351,682111
2019-03-21,31539.0,21700.0,33150.0,21700.0,34700.0,22350.0,33150.0,21650.0,34300.0,22000.0,303984,592293
2019-03-22,32300.12109375,21850.0,33950.0,21850.0,34300.0,22150.0,32800.0,21500.0,33200.0,21650.0,245343,601831
2019-03-25,32585.544921875,22550.0,34250.0,22550.0,34900.0,22750.0,33500.0,21550.0,33850.0,21550.0,283154,1036302
2019-03-26,32680.685546875,22350.0,34350.0,22350.0,35150.0,22850.0,34200.0,22200.0,34500.0,22850.0,199749,467469
2019-03-27,32490.404296875,22050.0,34150.0,22050.0,34700.0,22500.0,33800.0,22000.0,34700.0,22450.0,140280,388953
2019-03-28,32300.12109375,21900.0,33950.0,21900.0,34300.0,22300.0,33400.0,21900.0,34150.0,22050.0,157048,291787
2019-03-29,32728.251953125,23250.0,34400.0,23250.0,35050.0,23300.0,33950.0,22100.0,33950.0,22100.0,191012,1547241
2019-04-01,33489.375,23450.0,35200.0,23450.0,35300.0,23850.0,34450.0,23150.0,34800.0,23650.0,248924,870487
2019-04-02,32966.1015625,23350.0,34650.0,23350.0,35200.0,23600.0,34500.0,23100.0,35200.0,23500.0,141893,495813
2019-04-03,32347.693359375,23650.0,34000.0,23650.0,34600.0,23700.0,33800.0,23400.0,34400.0,23400.0,258002,538109
2019-04-04,32395.259765625,23350.0,34050.0,23350.0,34400.0,23750.0,33400.0,23150.0,34000.0,23750.0,177394,417816
2019-04-05,32062.26953125,23950.0,33700.0,23950.0,34400.0,24100.0,33500.0,23400.0,34150.0,23450.0,161044,700574
2019-04-08,31681.708984375,23800.0,33300.0,23800.0,34000.0,24100.0,33250.0,23700.0,34000.0,24050.0,139782,425404
2019-04-09,31443.859375,23700.0,33050.0,23700.0,33550.0,23900.0,32900.0,23350.0,33150.0,23800.0,133522,455464
2019-04-10,30254.607421875,23850.0,31800.0,23850.0,33250.0,24100.0,31500.0,23750.0,33200.0,23750.0,578851,413974
2019-04-11,29969.185546875,24100.0,31500.0,24100.0,31950.0,24300.0,31300.0,23850.0,31950.0,24000.0,402503,736122
2019-04-12,29636.193359375,23350.0,31150.0,23350.0,31650.0,23550.0,31050.0,23200.0,31650.0,23450.0,292124,771697
2019-04-15,29683.763671875,23400.0,31200.0,23400.0,31450.0,23700.0,30850.0,23350.0,31100.0,23650.0,298525,489575
2019-04-16,29778.904296875,23450.0,31300.0,23450.0,31400.0,23900.0,30800.0,22900.0,31300.0,23250.0,199769,621412
2019-04-17,29493.482421875,22950.0,31000.0,22950.0,31350.0,23450.0,30850.0,22950.0,31350.0,23250.0,188532,454540
2019-04-18,29493.482421875,22750.0,31000.0,22750.0,31300.0,23300.0,30800.0,22700.0,31050.0,23050.0,224829,389295
2019-04-19,29350.7734375,22800.0,30850.0,22800.0,31100.0,23100.0,30800.0,22750.0,31050.0,23000.0,131839,218256
2019-04-22,29445.912109375,22750.0,30950.0,22750.0,31750.0,23100.0,30900.0,22650.0,31350.0,22900.0,197134,299191
2019-04-23,29445.912109375,22800.0,30950.0,22800.0,31050.0,22850.0,30500.0,22450.0,30950.0,22800.0,192915,276527
2019-04-24,29445.912109375,22550.0,30950.0,22550.0,31500.0,23000.0,30600.0,22500.0,30950.0,22850.0,250059,348983
2019-04-25,29255.630859375,22100.0,30750.0,22100.0,31100.0,22600.0,30600.0,22050.0,30850.0,22600.0,100485,396562
2019-04-26,28922.642578125,22350.0,30400.0,22350.0,30900.0,22700.0,30200.0,21900.0,30450.0,21900.0,150039,411934
2019-04-29,29255.630859375,21800.0,30750.0,21800.0,30800.0,22350.0,30350.0,21650.0,30350.0,22050.0,112833,553780
2019-04-30,29398.34375,21700.0,30900.0,21700.0,31200.0,21950.0,30550.0,21550.0,30900.0,21850.0,141251,385959
2019-05-02,29683.763671875,21450.0,31200.0,21450.0,31300.0,21800.0,30350.0,21350.0,30650.0,21400.0,157656,558170
2019-05-03,29350.7734375,20900.0,30850.0,20900.0,31150.0,21500.0,30800.0,20850.0,30900.0,21450.0,134717,718132
2019-05-07,28922.642578125,20300.0,30400.0,20300.0,31200.0,20550.0,30250.0,20100.0,30950.0,20150.0,197504,815056
2019-05-08,29541.052734375,20400.0,31050.0,20400.0,31200.0,21100.0,29850.0,20250.0,29900.0,20300.0,194030,749346
2019-05-09,29208.060546875,19800.0,30700.0,19800.0,31500.0,20600.0,30700.0,19800.0,31200.0,20200.0,361234,788955
2019-05-10,29160.4921875,19100.0,30650.0,19100.0,31150.0,19850.0,30300.0,18900.0,30800.0,19500.0,225042,1046212
2019-05-13,28922.642578125,18950.0,30400.0,18950.0,31000.0,19250.0,30050.0,18600.0,30700.0,18600.0,123494,437509
2019-05-14,29017.783203125,18700.0,30500.0,18700.0,30800.0,19050.0,29950.0,18500.0,30000.0,18600.0,180197,578319
2019-05-15,28875.072265625,19050.0,30350.0,19050.0,30850.0,19100.0,29850.0,18550.0,30300.0,18700.0,212708,395029
2019-05-16,28732.36328125,19450.0,30200.0,19450.0,30400.0,20050.0,29950.0,19300.0,30100.0,19450.0,131418,664078
2019-05-17,28351.80078125,19800.0,29800.0,19800.0,30600.0,20150.0,29700.0,19350.0,30200.0,19500.0,199614,517747
2019-05-20,28399.37109375,19450.0,29850.0,19450.0,30100.0,20100.0,29550.0,19450.0,29900.0,20000.0,104255,302995
2019-05-21,28209.08984375,19300.0,29650.0,19300.0,30050.0,19600.0,28550.0,19250.0,29800.0,19350.0,179678,293877
2019-05-22,30111.89453125,19450.0,31650.0,19450.0,31900.0,19500.0,29050.0,19200.0,29750.0,19250.0,436100,248336
2019-05-23,30302.17578125,19100.0,31850.0,19100.0,32200.0,19450.0,31100.0,18900.0,31650.0,19300.0,299414,335621
2019-05-24,29826.474609375,18850.0,31350.0,18850.0,32150.0,19000.0,31150.0,18600.0,31800.0,18650.0,197223,405791
2019-05-27,29541.052734375,19400.0,31050.0,19400.0,31650.0,19500.0,30850.0,18950.0,31350.0,19000.0,120950,390242
2019-05-28,29398.34375,20300.0,30900.0,20300.0,31250.0,20300.0,30700.0,19500.0,30900.0,19500.0,139221,927229
2019-05-29,28827.501953125,19600.0,30300.0,19600.0,31050.0,20150.0,30000.0,19600.0,31000.0,20100.0,152670,385242
2019-05-30,28304.23046875,19150.0,29750.0,19150.0,30950.0,19600.0,29650.0,19100.0,30200.0,19550.0,239071,336489
2019-05-31,28446.94140625,19200.0,29900.0,19200.0,30050.0,19400.0,29550.0,19000.0,29850.0,19150.0,106327,261443
2019-06-03,29112.921875,19150.0,30600.0,19150.0,30750.0,19400.0,29550.0,19100.0,30000.0,19350.0,147246,289902
2019-06-04,29541.052734375,19250.0,31050.0,19250.0,31150.0,19600.0,30500.0,19100.0,30800.0,19150.0,116719,363789
2019-06-05,29874.044921875,19000.0,31400.0,19000.0,31550.0,19500.0,30750.0,19000.0,30950.0,19350.0,113952,404878
2019-06-07,29874.044921875,19300.0,31400.0,19300.0,31600.0,19350.0,30950.0,19000.0,31600.0,19150.0,114223,453275
2019-06-10,31015.7265625,20150.0,32600.0,20150.0,32850.0,20200.0,31650.0,19550.0,31950.0,19700.0,326837,771690
2019-06-11,30920.587890625,20250.0,32500.0,20250.0,32850.0,20400.0,31900.0,20050.0,32800.0,20350.0,157662,502321
2019-06-12,30635.16796875,21400.0,32200.0,21400.0,32500.0,22650.0,32100.0,21100.0,32200.0,21250.0,104679,3223226
2019-06-13,31158.4375,21500.0,32750.0,21500.0,32750.0,21850.0,32200.0,21350.0,32250.0,21600.0,215730,887522
2019-06-14,30730.306640625,21600.0,32300.0,21600.0,33050.0,21800.0,32250.0,21300.0,32800.0,21550.0,158212,621866
2019-06-17,30540.02734375,21650.0,32100.0,21650.0,33050.0,21800.0,32050.0,21550.0,32550.0,21550.0,226306,438527
2019-06-18,31206.0078125,21550.0,32800.0,21550.0,32900.0,22000.0,31500.0,21450.0,32150.0,21950.0,169702,496362
2019-06-19,30587.59765625,21950.0,32150.0,21950.0,33000.0,22150.0,32050.0,21550.0,32900.0,21700.0,169885,801604
2019-06-20,30159.46484375,21700.0,31700.0,21700.0,32500.0,22150.0,31650.0,21500.0,32250.0,21900.0,142125,483943
2019-06-21,30825.44921875,21250.0,32400.0,21250.0,32500.0,21900.0,31650.0,20950.0,31700.0,21850.0,200206,582822
2019-06-24,31015.7265625,22100.0,32600.0,22100.0,32750.0,22200.0,31950.0,21750.0,32150.0,22000.0,91356,889395
2019-06-25,30635.16796875,21650.0,32200.0,21650.0,32800.0,22250.0,32100.0,21500.0,32650.0,22250.0,108640,587116
2019-06-26,30302.17578125,21700.0,31850.0,21700.0,32350.0,21950.0,31700.0,21100.0,32200.0,21600.0,120392,613501
2019-06-27,30682.73828125,21300.0,32250.0,21300.0,32550.0,22000.0,31750.0,21100.0,31750.0,21900.0,124945,489888
2019-06-28,31634.138671875,21050.0,33250.0,21050.0,33800.0,21800.0,32350.0,20450.0,32500.0,21300.0,426977,552515
2019-07-01,30635.16796875,22300.0,32200.0,22300.0,33400.0,22850.0,32100.0,21750.0,33250.0,22650.0,166124,1471852
2019-07-02,31063.296875,21800.0,32650.0,21800.0,32900.0,22250.0,31900.0,21800.0,32200.0,22050.0,119872,483302
2019-07-03,31063.296875,20700.0,32650.0,20700.0,32850.0,21850.0,32300.0,20600.0,32750.0,21800.0,111992,964840
2019-07-04,31396.287109375,20700.0,33000.0,20700.0,33450.0,20950.0,32300.0,20400.0,32650.0,20650.0,153117,467639
2019-07-05,30968.15625,20800.0,32550.0,20800.0,33350.0,21050.0,32450.0,20650.0,33250.0,20900.0,106850,359801
2019-07-08,29731.333984375,19750.0,31250.0,19750.0,32450.0,20600.0,31200.0,19700.0,32350.0,20450.0,141733,651714
2019-07-09,29208.060546875,19200.0,30700.0,19200.0,31350.0,19950.0,30550.0,19100.0,31300.0,19650.0,86689,617256
2019-07-10,29112.921875,19200.0,30600.0,19200.0,31300.0,19500.0,30200.0,18700.0,30750.0,18700.0,124715,416258
2019-07-11,29160.4921875,19900.0,30650.0,19900.0,31200.0,20200.0,30500.0,19200.0,30600.0,19200.0,193419,510042
2019-07-12,29969.185546875,19800.0,31500.0,19800.0,31500.0,19900.0,30700.0,19550.0,30700.0,19800.0,71137,359781
2019-07-15,30159.46484375,19650.0,31700.0,19650.0,31700.0,20050.0,31200.0,19600.0,31350.0,19750.0,93647,333548
2019-07-16,30444.88671875,19700.0,32000.0,19700.0,32450.0,19900.0,31250.0,19500.0,31750.0,19650.0,139301,299239
2019-07-17,30587.59765625,19050.0,32150.0,19050.0,32350.0,19650.0,31650.0,18900.0,31650.0,19500.0,93479,537886
2019-07-18,31301.1484375,18650.0,32900.0,18650.0,33150.0,19300.0,31850.0,18650.0,32050.0,18850.0,255171,490156
2019-07-19,31491.4296875,18950.0,33100.0,18950.0,33500.0,19050.0,32800.0,18750.0,33150.0,18750.0,114680,272200
2019-07-22,31396.287109375,18800.0,33000.0,18800.0,33300.0,18950.0,32850.0,18750.0,33050.0,18850.0,90143,227741
2019-07-23,31776.849609375,18750.0,33400.0,18750.0,33550.0,19150.0,33000.0,18700.0,33000.0,18900.0,144206,302905
2019-07-24,31776.849609375,18350.0,33400.0,18350.0,33700.0,18850.0,32900.0,18300.0,33550.0,18750.0,137543,444817
2019-07-25,30873.01953125,17750.0,32450.0,17750.0,33400.0,18300.0,32300.0,17700.0,33350.0,17950.0,193296,687125
2019-07-26,31110.869140625,17400.0,32700.0,17400.0,32950.0,17850.0,32150.0,17250.0,32150.0,17500.0,86660,488158
2019-07-29,30397.31640625,16250.0,31950.0,16250.0,33200.0,17000.0,31600.0,16200.0,33200.0,16900.0,126083,1013290
2019-07-30,30159.46484375,16500.0,31700.0,16500.0,32600.0,16900.0,30800.0,16100.0,31800.0,16100.0,197630,579585
2019-07-31,30635.16796875,16600.0,32200.0,16600.0,32200.0,16750.0,31350.0,16350.0,32000.0,16400.0,126465,365291
2019-08-01,29874.044921875,16100.0,31400.0,16100.0,32300.0,16500.0,31050.0,16000.0,31950.0,16400.0,118254,529258
2019-08-02,29208.060546875,16100.0,30700.0,16100.0,31800.0,16250.0,30450.0,15600.0,30850.0,15850.0,171925,450380
2019-08-05,28494.51171875,14850.0,29950.0,14850.0,31050.0,16050.0,29300.0,14850.0,30550.0,15850.0,236171,931951
2019-08-06,28351.80078125,14650.0,29800.0,14650.0,31000.0,15400.0,28600.0,13850.0,29550.0,14100.0,248805,1202981
2019-08-07,27352.826171875,15050.0,28750.0,15050.0,30200.0,15300.0,28600.0,14600.0,29500.0,14600.0,185751,634510
2019-08-08,27971.23828125,15500.0,29400.0,15500.0,29650.0,15900.0,28800.0,15350.0,29000.0,15350.0,185532,534555
2019-08-09,28922.642578125,15600.0,30400.0,15600.0,30600.0,15800.0,29250.0,15400.0,29600.0,15600.0,162305,357141
2019-08-12,29208.060546875,15950.0,30700.0,15950.0,31300.0,16100.0,30300.0,15750.0,30300.0,15900.0,167793,350661
2019-08-13,34060.21875,15750.0,35800.0,15750.0,36100.0,16000.0,33250.0,15650.0,33400.0,15750.0,2869361,335144
2019-08-14,35059.19140625,15950.0,36850.0,15950.0,37250.0,16100.0,35550.0,15750.0,35600.0,16000.0,1133812,337418
2019-08-16,35392.18359375,15900.0,37200.0,15900.0,37900.0,15900.0,36400.0,15450.0,36700.0,15650.0,733664,277614
2019-08-19,36533.86328125,16950.0,38400.0,16950.0,38450.0,17000.0,36550.0,16050.0,37500.0,16100.0,710164,650250
2019-08-20,36533.86328125,17050.0,38400.0,17050.0,38900.0,17100.0,38050.0,16750.0,38450.0,17000.0,456889,358836
2019-08-21,37057.1328125,17050.0,38950.0,17050.0,39300.0,17100.0,38300.0,16650.0,38400.0,17000.0,387100,304315
2019-08-22,35915.44921875,16750.0,37750.0,16750.0,39000.0,17050.0,37500.0,16600.0,38950.0,16950.0,471212,417039
2019-08-23,36629.00390625,16550.0,38500.0,16550.0,38850.0,16850.0,37450.0,16500.0,38200.0,16750.0,323352,334161
2019-08-26,36724.14453125,16300.0,38600.0,16300.0,39150.0,16600.0,37800.0,15900.0,37800.0,15950.0,312611,321301
2019-08-27,36819.28515625,16250.0,38700.0,16250.0,39450.0,17950.0,38300.0,16150.0,39450.0,17700.0,279162,1907524
2019-08-28,37247.4140625,16800.0,39150.0,16800.0,39250.0,16850.0,38500.0,16250.0,38900.0,16300.0,289805,516088
2019-08-29,37104.70703125,16600.0,39000.0,16600.0,39350.0,16950.0,38850.0,16500.0,39150.0,16800.0,117863,372682
2019-08-30,37009.5625,17150.0,38900.0,17150.0,39550.0,17300.0,38650.0,16650.0,39150.0,16700.0,291911,495179
2019-09-02,37057.1328125,17050.0,38950.0,17050.0,39250.0,17150.0,38350.0,16600.0,38550.0,16700.0,163088,341046
2019-09-03,38484.23828125,17450.0,40450.0,17450.0,40550.0,17550.0,38850.0,17000.0,38850.0,17000.0,484800,441645
2019-09-04,40434.61328125,17500.0,42500.0,17500.0,42600.0,17750.0,40250.0,17300.0,40700.0,17350.0,743263,387223
2019-09-05,39340.50390625,17400.0,41350.0,17400.0,42650.0,17750.0,41100.0,17350.0,42450.0,17600.0,511419,407834
2019-09-06,40624.89453125,17400.0,42700.0,17400.0,43150.0,17600.0,41450.0,17300.0,41550.0,17500.0,492859,205179
2019-09-09,40339.47265625,17250.0,42400.0,17250.0,43550.0,17550.0,42200.0,17250.0,43150.0,17450.0,469481,264100
2019-09-10,40482.1875,18600.0,42550.0,18600.0,42900.0,18700.0,42200.0,17550.0,42750.0,17900.0,316522,1418860
2019-09-11,40149.1953125,18850.0,42200.0,18850.0,42950.0,19500.0,41250.0,18350.0,42900.0,19200.0,628516,1348991
2019-09-16,39197.79296875,19950.0,41200.0,19950.0,42150.0,20250.0,40200.0,19300.0,41800.0,19400.0,662753,1683927
2019-09-17,39578.3515625,19900.0,41600.0,19900.0,42200.0,20400.0,41000.0,19300.0,41200.0,19650.0,347057,922771
2019-09-18,39578.3515625,20250.0,41600.0,20250.0,42400.0,20450.0,41200.0,19600.0,41550.0,20000.0,273458,676945
2019-09-19,40196.76171875,20050.0,42250.0,20050.0,42400.0,20500.0,41500.0,20000.0,41900.0,20250.0,275117,470868
2019-09-20,39863.76953125,20550.0,41900.0,20550.0,42500.0,20550.0,41500.0,20050.0,42250.0,20150.0,346218,621350
2019-09-23,40149.1953125,20800.0,42200.0,20800.0,42800.0,21150.0,41750.0,20600.0,41900.0,21050.0,211696,796523
2019-09-24,40720.03125,20650.0,42800.0,20650.0,42900.0,20800.0,42000.0,20050.0,42000.0,20500.0,313934,655962
2019-09-25,40244.3359375,19450.0,42300.0,19450.0,43000.0,20500.0,42200.0,19200.0,42900.0,20500.0,249303,1046381
2019-09-26,40767.60546875,19650.0,42850.0,19650.0,44800.0,20050.0,42400.0,19300.0,42800.0,19900.0,590330,532790
2019-09-27,38959.94140625,19650.0,40950.0,19650.0,43250.0,20000.0,40850.0,19250.0,43250.0,19300.0,349971,431253
2019-09-30,40101.62109375,19500.0,42150.0,19500.0,42300.0,19700.0,40500.0,19050.0,40900.0,19400.0,303428,323941
2019-10-01,40624.89453125,19400.0,42700.0,19400.0,43050.0,19900.0,42050.0,19250.0,42500.0,19350.0,220588,446383
2019-10-02,40339.47265625,19750.0,42400.0,19750.0,43100.0,20350.0,42000.0,19600.0,42300.0,20200.0,215819,831953
2019-10-04,40720.03125,19400.0,42800.0,19400.0,42950.0,19950.0,42100.0,19350.0,42900.0,19950.0,186790,453904
2019-10-07,38531.8125,17800.0,40500.0,17800.0,43150.0,18250.0,40200.0,17700.0,43100.0,17800.0,502641,1288807
2019-10-08,40244.3359375,18450.0,42300.0,18450.0,42600.0,18600.0,39600.0,17800.0,40250.0,17800.0,483555,634352
2019-10-10,40291.90234375,18400.0,42350.0,18400.0,43600.0,18600.0,41800.0,18150.0,43200.0,18200.0,334172,344487
2019-10-11,39292.93359375,18300.0,41300.0,18300.0,42850.0,18750.0,41100.0,18300.0,42800.0,18750.0,219775,220432
2019-10-14,39578.3515625,18900.0,41600.0,18900.0,42200.0,19100.0,41250.0,18450.0,41550.0,18450.0,185138,367747
2019-10-15,39292.93359375,18750.0,41300.0,18750.0,41950.0,19050.0,40850.0,18750.0,41950.0,18800.0,231573,175983
2019-10-16,39292.93359375,18750.0,41300.0,18750.0,42000.0,18950.0,40800.0,18650.0,41400.0,18750.0,228402,238336
2019-10-17,39768.6328125,18400.0,41800.0,18400.0,42550.0,18950.0,41350.0,18400.0,41500.0,18800.0,313759,235164
2019-10-18,39625.921875,18400.0,41650.0,18400.0,42250.0,18850.0,41450.0,18400.0,42250.0,18550.0,190201,186978
2019-10-21,38674.5234375,17600.0,40650.0,17600.0,41900.0,18250.0,40300.0,17500.0,41900.0,18200.0,320261,516760
2019-10-22,38531.8125,18100.0,40500.0,18100.0,40950.0,18200.0,40200.0,17600.0,40600.0,17850.0,204196,346116
2019-10-23,37913.3984375,17250.0,39850.0,17250.0,40600.0,17700.0,39450.0,17200.0,40400.0,17500.0,330657,584562
2019-10-24,37960.96875,17650.0,39900.0,17650.0,40500.0,17800.0,39450.0,17200.0,39450.0,17300.0,144667,392945
2019-10-25,37723.1171875,17500.0,39650.0,17500.0,40250.0,17800.0,39300.0,17350.0,39900.0,17700.0,132796,234853
2019-10-28,37913.3984375,16550.0,39850.0,16550.0,40600.0,17050.0,39400.0,16350.0,39400.0,17000.0,206465,1022584
2019-10-29,37057.1328125,16600.0,38950.0,16600.0,40150.0,16800.0,38600.0,16500.0,39500.0,16500.0,274274,383408
2019-10-30,35820.30859375,16250.0,37650.0,16250.0,39250.0,16450.0,37400.0,16200.0,38950.0,16300.0,316522,373957
2019-10-31,35963.0234375,16100.0,37800.0,16100.0,38300.0,16400.0,37500.0,16000.0,37750.0,16250.0,185112,436634
2019-11-01,35011.62109375,15950.0,36800.0,15950.0,37950.0,16050.0,36650.0,15850.0,37800.0,15950.0,292282,407999
2019-11-04,35867.8828125,16100.0,37700.0,16100.0,38500.0,16250.0,37050.0,15850.0,37150.0,16000.0,267645,580116
2019-11-05,35534.890625,16700.0,37350.0,16700.0,38150.0,17000.0,37150.0,16450.0,37700.0,16500.0,223956,749911
2019-11-06,36153.30078125,16700.0,38000.0,16700.0,38350.0,17200.0,37100.0,16600.0,37450.0,16850.0,376556,524519
2019-11-07,35297.04296875,16400.0,37100.0,16400.0,41050.0,16550.0,36950.0,16350.0,41000.0,16550.0,1093160,348122
2019-11-08,34916.48046875,16900.0,36700.0,16900.0,37450.0,16900.0,36650.0,16400.0,37150.0,16400.0,261990,386117
2019-11-11,34488.34765625,16350.0,36250.0,16350.0,37100.0,16800.0,35750.0,16250.0,36650.0,16700.0,317913,327225
2019-11-12,35867.8828125,16200.0,37700.0,16200.0,38000.0,16450.0,36200.0,16100.0,37600.0,16400.0,741215,322474
2019-11-13,36010.58984375,16050.0,37850.0,16050.0,38200.0,16350.0,37100.0,16050.0,37700.0,16200.0,374891,254252
2019-11-14,36153.30078125,16450.0,38000.0,16450.0,38150.0,16450.0,37600.0,16050.0,38000.0,16200.0,280427,290118
2019-11-15,36391.15234375,16400.0,38250.0,16400.0,38500.0,16500.0,37800.0,16200.0,38300.0,16500.0,238819,316980
2019-11-18,37009.5625,16850.0,38900.0,16850.0,39000.0,17100.0,38100.0,16650.0,39000.0,16950.0,241425,694163
2019-11-19,37485.265625,16400.0,39400.0,16400.0,39750.0,16700.0,38500.0,16300.0,39100.0,16700.0,337488,334941
2019-11-20,36629.00390625,16050.0,38500.0,16050.0,39450.0,16350.0,38250.0,16000.0,39250.0,16350.0,231894,403415
2019-11-21,36581.43359375,15300.0,38450.0,15300.0,39500.0,16050.0,38150.0,15250.0,38700.0,15950.0,333748,732303
2019-11-22,37485.265625,14950.0,39400.0,14950.0,39450.0,15650.0,38500.0,14750.0,38500.0,15200.0,293615,765198
2019-11-25,37247.4140625,15000.0,39150.0,15000.0,39300.0,15150.0,38250.0,14850.0,39250.0,14950.0,192684,439112
